flight_id,airline,origin,destination,departure_time,scheduled_arrival,actual_arrival,flight_duration_minutes,status,delay_minutes,cancellation_reason,passenger_count,fuel_consumption_kg
LH276,Delta,GRU,SFO,2025-05-02 23:15:33.041536,2025-05-03 01:17:33.041536,2025-05-03 01:13:33.041536,122,on_time,0,,77,15618
LH1384,Latam,LHR,ORD,2025-05-06 10:10:21.477954,2025-05-06 12:46:21.477954,2025-05-06 12:56:21.477954,156,on_time,0,,234,15826
EK334,Lufthansa,ORD,GRU,2025-05-06 15:37:37.733081,2025-05-06 20:58:37.733081,2025-05-06 21:08:37.733081,321,on_time,0,,149,29387
LH5559,American,ORD,JFK,2025-05-02 16:25:34.903935,2025-05-02 22:10:34.903935,2025-05-02 22:05:34.903935,345,on_time,0,,157,23588
LA7001,Latam,ORD,LAX,2025-05-02 11:58:00.203434,2025-05-02 19:43:00.203434,2025-05-02 21:12:00.203434,465,diverted,0,,295,17904
AA6507,Delta,LAX,ATL,2025-05-04 02:26:55.190588,2025-05-04 04:23:55.190588,2025-05-04 04:18:55.190588,117,on_time,0,,172,8477
AA4018,American,SFO,LAX,2025-05-01 23:59:41.933414,2025-05-02 09:08:41.933414,2025-05-02 09:19:41.933414,549,on_time,0,,295,11376
LA2669,United,ATL,LAX,2025-05-03 05:40:57.747898,2025-05-03 10:50:57.747898,2025-05-03 10:46:57.747898,310,on_time,0,,175,13763
DL8031,Delta,ORD,JFK,2025-05-03 03:01:03.106872,2025-05-03 08:20:03.106872,2025-05-03 08:34:03.106872,319,on_time,0,,71,21524
LH5513,Emirates,DFW,LAX,2025-05-02 01:43:20.931617,2025-05-02 13:32:20.931617,2025-05-02 15:38:20.931617,709,delayed,126,,185,7623
LH7430,American,LHR,JFK,2025-05-01 08:39:33.348137,2025-05-01 16:05:33.348137,2025-05-01 16:09:33.348137,446,on_time,0,,75,6647
AA5116,Lufthansa,CDG,ATL,2025-05-06 17:13:09.347368,2025-05-07 00:45:09.347368,2025-05-07 00:49:09.347368,452,on_time,0,,138,7016
DL2061,United,ORD,SFO,2025-05-03 04:32:29.734214,2025-05-03 15:46:29.734214,2025-05-03 15:52:29.734214,674,on_time,0,,225,17408
AA7340,American,INVALID,ATL,2025-05-05 18:40:42.340837,2025-05-06 03:56:42.340837,2025-05-06 04:06:42.340837,556,on_time,0,,247,18178
EK4291,Emirates,INVALID,CDG,2025-05-06 15:40:46.667424,2025-05-06 17:46:46.667424,2025-05-06 17:42:46.667424,126,on_time,0,,103,9392
LA4027,Lufthansa,JFK,SFO,2025-05-02 01:32:08.770851,2025-05-02 13:31:08.770851,2025-05-02 13:32:08.770851,719,on_time,0,,213,12394
LH2504,Latam,GRU,ORD,2025-05-04 12:14:43.691080,2025-05-04 16:38:43.691080,2025-05-04 16:50:43.691080,264,on_time,0,,125,19107
AA531,American,JFK,LHR,2025-05-07 23:14:04.150303,2025-05-08 09:08:04.150303,2025-05-08 09:06:04.150303,594,on_time,0,,129,13655
EK1771,Latam,ORD,CDG,2025-05-05 04:28:22.838221,2025-05-05 12:01:22.838221,2025-05-05 12:00:22.838221,453,on_time,0,,251,8569
EK9058,Delta,ATL,CDG,2025-05-03 14:57:28.343307,2025-05-04 00:21:28.343307,2025-05-04 00:21:28.343307,-564,overbooked,0,,170,23346
LA2391,American,LHR,LAX,2025-05-08 07:39:29.658616,2025-05-08 17:48:29.658616,,609,canceled,0,air_traffic,0,0
UA9353,American,SFO,LHR,2025-05-02 14:01:11.910760,2025-05-02 17:19:11.910760,2025-05-02 17:15:11.910760,198,on_time,0,,132,23996
UA1404,Emirates,ATL,LAX,2025-05-01 04:07:46.196653,2025-05-01 13:28:46.196653,2025-05-01 15:51:46.196653,561,diverted,0,,142,25739
UA5458,Latam,LAX,GRU,2025-05-08 02:18:42.041909,2025-05-08 10:56:42.041909,2025-05-08 11:10:42.041909,518,on_time,0,,67,27090
LA563,United,SFO,LAX,2025-05-07 00:31:41.221761,2025-05-07 03:40:41.221761,2025-05-07 03:52:41.221761,189,on_time,0,,203,19795
LA1116,United,LAX,DFW,2025-05-06 00:53:44.588084,2025-05-06 10:56:44.588084,2025-05-06 20:47:44.588084,603,delayed,591,,62,5495
DL5349,American,ATL,GRU,2025-05-04 10:55:06.151339,2025-05-04 11:40:06.151339,2025-05-04 11:53:06.151339,45,on_time,0,,261,27609
UA8120,Emirates,SFO,ORD,2025-05-03 19:55:13.327668,2025-05-04 07:13:13.327668,2025-05-04 07:14:13.327668,678,on_time,0,,143,17694
AA6062,Lufthansa,ATL,DFW,2025-05-05 15:26:30.228814,2025-05-06 03:07:30.228814,2025-05-06 03:07:30.228814,701,overbooked,0,,209,18274
UA4498,American,JFK,ATL,2025-05-01 01:43:28.574085,2025-05-01 05:25:28.574085,2025-05-01 05:33:28.574085,222,on_time,0,,300,26466
UA3715,United,SFO,JFK,2025-05-03 22:38:55.085435,2025-05-04 01:34:55.085435,2025-05-04 01:40:55.085435,176,on_time,0,,140,5269
LH484,United,CDG,GRU,2025-05-06 07:47:20.914244,2025-05-06 16:12:20.914244,2025-05-06 16:14:20.914244,505,on_time,0,,125,14445
LA410,Delta,DFW,ORD,2025-05-07 05:20:25.302685,2025-05-07 12:27:25.302685,2025-05-07 12:39:25.302685,427,on_time,0,,290,25843
LA6625,Latam,GRU,LHR,2025-05-04 04:46:47.709854,2025-05-04 08:18:47.709854,2025-05-04 09:30:47.709854,212,diverted,0,,69,6504
DL2412,Emirates,CDG,LHR,2025-05-06 12:36:41.754731,2025-05-06 23:06:41.754731,2025-05-06 23:02:41.754731,630,on_time,0,,233,24655
DL2110,Emirates,DFW,GRU,2025-05-01 13:29:05.143064,2025-05-01 15:16:05.143064,2025-05-01 15:12:05.143064,107,on_time,0,,277,10967
DL287,Latam,ATL,CDG,2025-05-06 19:33:32.724890,2025-05-06 20:15:32.724890,2025-05-06 20:20:32.724890,42,on_time,0,,156,21053
EK7726,United,ATL,JFK,2025-05-05 20:10:30.682213,2025-05-06 03:17:30.682213,2025-05-06 03:28:30.682213,427,on_time,0,,209,12173
EK2121,American,JFK,DFW,2025-05-05 00:35:21.341354,2025-05-05 02:47:21.341354,2025-05-05 02:49:21.341354,132,on_time,0,,143,9806
LH9562,United,LAX,ATL,2025-05-03 10:54:23.853640,2025-05-03 14:03:23.853640,2025-05-03 13:58:23.853640,189,on_time,0,,161,28982
EK395,Lufthansa,SFO,ATL,2025-05-02 04:55:34.074971,2025-05-02 15:46:34.074971,2025-05-02 15:48:34.074971,651,on_time,0,,163,8815
LH278,Delta,LAX,ORD,2025-05-04 21:36:00.922841,2025-05-05 03:09:00.922841,2025-05-05 03:04:00.922841,333,on_time,0,,146,9557
AA4729,American,DFW,LAX,2025-05-08 05:37:44.570122,2025-05-08 17:36:44.570122,2025-05-08 17:51:44.570122,719,on_time,0,,298,28059
AA4515,Lufthansa,SFO,ORD,2025-05-05 11:33:54.221278,2025-05-05 19:03:54.221278,2025-05-05 19:07:54.221278,450,on_time,0,,113,14063
EK5612,American,LHR,CDG,2025-05-06 10:02:32.801220,2025-05-06 19:34:32.801220,2025-05-06 19:31:32.801220,572,on_time,0,,58,18285
AA8378,Delta,ATL,SFO,2025-05-05 18:10:12.552359,2025-05-06 04:49:12.552359,2025-05-06 05:00:12.552359,639,on_time,0,,221,5809
DL273,Emirates,ATL,GRU,2025-05-04 18:08:48.529668,2025-05-04 18:55:48.529668,2025-05-04 19:00:48.529668,47,on_time,0,,153,23760
EK4181,Latam,SFO,DFW,2025-05-01 04:19:51.064865,2025-05-01 14:59:51.064865,2025-05-01 15:08:51.064865,640,on_time,0,,196,16978
DL3946,American,GRU,ORD,2025-05-06 14:36:22.646759,2025-05-06 18:24:22.646759,2025-05-06 18:21:22.646759,228,on_time,0,,293,28250
AA2669,Latam,SFO,DFW,2025-05-02 06:50:19.799218,2025-05-02 15:18:19.799218,2025-05-02 15:26:19.799218,508,on_time,0,,293,9959
UA2070,American,ATL,SFO,2025-05-06 17:26:27.587180,2025-05-07 04:01:27.587180,2025-05-07 04:10:27.587180,635,on_time,0,,144,20550
LH799,Lufthansa,DFW,ATL,2025-05-02 20:49:11.943992,2025-05-03 00:12:11.943992,2025-05-03 06:42:11.943992,203,delayed,390,,88,21034
AA6904,American,SFO,DFW,2025-05-01 07:14:50.929059,2025-05-01 09:33:50.929059,2025-05-01 09:34:50.929059,139,on_time,0,,224,11025
DL2380,Emirates,CDG,ATL,2025-05-04 10:03:07.073544,2025-05-04 13:20:07.073544,2025-05-04 13:17:07.073544,197,on_time,0,,59,19022
LH859,American,LAX,CDG,2025-05-08 02:50:16.454973,2025-05-08 09:19:16.454973,2025-05-08 09:19:16.454973,389,overbooked,0,,171,14536
EK9528,Lufthansa,ORD,GRU,2025-05-04 00:32:12.950379,2025-05-04 06:56:12.950379,2025-05-04 06:54:12.950379,384,on_time,0,,241,19554
EK2038,Lufthansa,CDG,SFO,2025-05-06 05:36:30.549833,2025-05-06 09:09:30.549833,2025-05-06 09:09:30.549833,213,on_time,0,,100,19460
LH1412,Delta,CDG,DFW,2025-05-04 14:32:15.237466,2025-05-04 23:54:15.237466,2025-05-04 23:49:15.237466,562,on_time,0,,206,23532
LH4771,Delta,ORD,DFW,2025-05-05 14:24:26.710848,2025-05-05 18:30:26.710848,2025-05-05 18:33:26.710848,246,on_time,0,,187,19566
LH716,Lufthansa,ATL,GRU,2025-05-07 13:41:27.457083,2025-05-07 18:04:27.457083,2025-05-07 18:45:27.457083,263,diverted,0,,178,28817
EK6069,Latam,JFK,LAX,2025-05-05 23:11:33.160556,2025-05-06 08:58:33.160556,,587,canceled,0,mechanical,0,0
LA5753,Lufthansa,SFO,ORD,2025-05-03 06:56:39.615531,2025-05-03 08:37:39.615531,2025-05-03 08:46:39.615531,101,on_time,0,,157,24298
EK1116,Lufthansa,GRU,ORD,2025-05-05 20:15:27.184278,2025-05-06 07:41:27.184278,2025-05-06 07:49:27.184278,686,on_time,0,,214,13256
LA4752,Latam,ATL,GRU,2025-05-01 13:13:35.647156,2025-05-01 16:15:35.647156,2025-05-01 16:13:35.647156,182,on_time,0,,101,19732
DL9835,Delta,LAX,SFO,2025-05-02 21:40:14.776590,2025-05-03 06:40:14.776590,2025-05-03 06:45:14.776590,540,on_time,0,,198,23966
LH7364,Lufthansa,CDG,LAX,2025-05-04 02:37:11.410943,2025-05-04 14:36:11.410943,2025-05-04 14:46:11.410943,719,on_time,0,,201,13282
LH917,Delta,GRU,LHR,2025-05-06 10:13:46.349936,2025-05-06 16:32:46.349936,2025-05-06 16:32:46.349936,379,on_time,0,,265,19549
AA5541,Lufthansa,JFK,DFW,2025-05-03 07:44:28.713981,2025-05-03 12:15:28.713981,2025-05-03 12:21:28.713981,271,on_time,0,,172,23505
DL4354,Lufthansa,DFW,SFO,2025-05-08 04:37:21.814812,2025-05-08 15:35:21.814812,2025-05-08 15:30:21.814812,658,on_time,0,,218,16938
AA6102,Lufthansa,SFO,ATL,2025-05-03 20:08:26.471635,2025-05-04 06:59:26.471635,2025-05-04 07:01:26.471635,651,on_time,0,,83,6630
EK2974,Delta,LAX,SFO,2025-05-02 09:56:23.659830,2025-05-02 11:04:23.659830,2025-05-02 11:11:23.659830,68,on_time,0,,76,14058
DL6824,American,CDG,ORD,2025-05-05 20:52:22.204714,2025-05-05 21:27:22.204714,2025-05-05 21:36:22.204714,35,on_time,0,,108,23444
LH9786,Lufthansa,SFO,ORD,2025-05-08 01:26:24.855866,2025-05-08 04:41:24.855866,2025-05-08 04:39:24.855866,195,on_time,0,,157,15649
LH2042,United,ORD,ATL,2025-05-04 13:31:45.916465,2025-05-04 18:45:45.916465,2025-05-04 19:00:45.916465,314,on_time,0,,124,18655
DL4990,American,ATL,SFO,2025-05-07 19:42:12.775822,2025-05-08 04:46:12.775822,2025-05-08 08:40:12.775822,544,delayed,234,,269,17842
LA1325,United,LHR,ATL,2025-05-07 19:29:08.468114,2025-05-07 23:09:08.468114,2025-05-07 23:14:08.468114,220,on_time,0,,112,26089
UA848,Emirates,ATL,JFK,2025-05-02 18:41:20.156399,2025-05-02 21:51:20.156399,2025-05-02 21:55:20.156399,190,on_time,0,,145,12129
EK1115,Latam,CDG,LAX,2025-05-05 12:59:48.140273,2025-05-05 23:54:48.140273,2025-05-06 00:01:48.140273,655,on_time,0,,132,16993
LH9123,Emirates,ATL,CDG,2025-05-04 10:36:04.724918,2025-05-04 20:07:04.724918,2025-05-04 20:04:04.724918,571,on_time,0,,78,14616
LA6031,United,JFK,GRU,2025-05-02 22:36:03.366880,2025-05-03 08:24:03.366880,2025-05-03 08:25:03.366880,588,on_time,0,,72,10069
UA4200,Delta,CDG,JFK,2025-05-07 10:06:48.419585,2025-05-07 16:02:48.419585,2025-05-07 16:06:48.419585,356,on_time,0,,168,21956
DL2157,American,LAX,JFK,2025-05-07 12:29:22.668424,2025-05-07 19:46:22.668424,2025-05-07 19:47:22.668424,437,on_time,0,,179,13640
DL8355,Emirates,JFK,DFW,2025-05-07 22:16:06.523208,2025-05-07 23:21:06.523208,2025-05-07 23:19:06.523208,65,on_time,0,,102,13113
EK6588,Lufthansa,ORD,ATL,2025-05-06 11:27:36.561803,2025-05-06 14:30:36.561803,2025-05-06 14:31:36.561803,183,on_time,0,,275,18469
EK9463,Delta,DFW,JFK,2025-05-06 13:54:35.538644,2025-05-06 15:32:35.538644,2025-05-06 15:45:35.538644,98,on_time,0,,185,22423
LA8729,Delta,LAX,GRU,2025-05-02 14:21:51.048907,2025-05-02 23:57:51.048907,2025-05-03 00:09:51.048907,576,on_time,0,,207,9635
EK3575,United,LAX,ORD,2025-05-05 09:14:19.455573,2025-05-05 18:12:19.455573,2025-05-05 18:18:19.455573,-538,on_time,0,,188,13943
DL2911,Delta,LAX,ATL,2025-05-06 04:21:19.100088,2025-05-06 10:16:19.100088,2025-05-06 10:13:19.100088,355,on_time,0,,184,18021
UA7925,United,JFK,LHR,2025-05-03 02:51:08.240214,2025-05-03 14:49:08.240214,2025-05-03 15:00:08.240214,718,on_time,0,,262,25881
EK2079,Delta,ORD,SFO,2025-05-02 10:26:33.859890,2025-05-02 18:20:33.859890,2025-05-02 20:05:33.859890,474,diverted,0,,287,13210
LA6744,Delta,CDG,SFO,2025-05-06 10:53:27.953852,2025-05-06 13:59:27.953852,2025-05-06 19:43:27.953852,186,delayed,344,,265,23046
DL1061,United,SFO,CDG,2025-05-07 07:13:00.395708,2025-05-07 14:59:00.395708,2025-05-07 14:59:00.395708,466,overbooked,0,,128,6383
UA1026,Emirates,INVALID,CDG,2025-05-02 00:45:22.513839,2025-05-02 06:27:22.513839,2025-05-02 06:31:22.513839,342,on_time,0,,66,27723
AA927,Lufthansa,GRU,DFW,2025-05-07 03:14:19.832423,2025-05-07 12:44:19.832423,2025-05-07 12:49:19.832423,570,on_time,0,,74,22168
DL7650,Emirates,DFW,LHR,2025-05-07 12:30:09.593399,2025-05-07 22:51:09.593399,2025-05-07 22:52:09.593399,-621,on_time,0,,91,15091
DL6513,United,LAX,SFO,2025-05-01 04:05:44.896652,2025-05-01 11:21:44.896652,,436,canceled,0,weather,0,0
LA4572,United,CDG,GRU,2025-05-05 00:19:55.787801,2025-05-05 04:25:55.787801,2025-05-05 04:39:55.787801,246,on_time,0,,52,12699
LA5006,Lufthansa,CDG,LAX,2025-05-04 00:43:16.915116,2025-05-04 07:28:16.915116,2025-05-04 07:28:16.915116,405,on_time,0,,57,11955
DL4229,Emirates,SFO,DFW,2025-05-05 13:14:10.288666,2025-05-05 16:03:10.288666,2025-05-05 16:07:10.288666,169,on_time,0,,284,18475
DL7658,United,CDG,LHR,2025-05-06 05:23:01.376202,2025-05-06 13:29:01.376202,2025-05-06 13:33:01.376202,486,on_time,0,,68,12013
EK7070,United,LAX,DFW,2025-05-04 05:49:22.606680,2025-05-04 12:03:22.606680,2025-05-04 11:59:22.606680,374,on_time,0,,50,28851
LA1253,Delta,LHR,JFK,2025-05-08 06:27:38.242218,2025-05-08 15:18:38.242218,2025-05-08 15:27:38.242218,531,on_time,0,,78,12660
LH6936,Delta,CDG,GRU,2025-05-03 08:13:33.927107,2025-05-03 11:20:33.927107,2025-05-03 11:15:33.927107,187,on_time,0,,100,28481
LH2069,American,DFW,SFO,2025-05-05 19:03:47.592944,2025-05-06 04:35:47.592944,2025-05-06 04:48:47.592944,572,on_time,0,,186,16124
LA2468,United,ATL,SFO,2025-05-06 10:00:22.643301,2025-05-06 11:23:22.643301,2025-05-06 11:23:22.643301,-83,overbooked,0,,258,29073
AA2905,Emirates,ATL,LHR,2025-05-07 08:29:44.743104,2025-05-07 17:32:44.743104,,543,canceled,0,weather,0,0
LA1119,United,JFK,ATL,2025-05-07 11:16:38.680979,2025-05-07 13:01:38.680979,2025-05-07 12:57:38.680979,105,on_time,0,,265,5755
EK680,Emirates,ATL,JFK,2025-05-02 10:38:18.247456,2025-05-02 15:16:18.247456,2025-05-02 15:14:18.247456,278,on_time,0,,245,16641
LA3550,Latam,ORD,JFK,2025-05-05 14:37:56.815855,2025-05-05 16:56:56.815855,2025-05-05 17:07:56.815855,139,on_time,0,,89,25840
LH8282,American,INVALID,CDG,2025-05-03 22:14:26.329502,2025-05-04 07:03:26.329502,2025-05-04 10:50:26.329502,529,diverted,0,,183,12198
LA1222,American,GRU,LHR,2025-05-06 17:39:24.301146,2025-05-06 20:06:24.301146,2025-05-06 20:21:24.301146,147,on_time,0,,74,11654
DL2244,Lufthansa,SFO,DFW,2025-05-06 22:39:00.010670,2025-05-07 02:41:00.010670,2025-05-07 02:53:00.010670,242,on_time,0,,176,11757
LH3536,Lufthansa,ATL,SFO,2025-05-02 11:32:35.475387,2025-05-02 18:31:35.475387,2025-05-02 18:38:35.475387,419,on_time,0,,173,24046
EK3121,American,LAX,ORD,2025-05-03 11:43:09.576063,2025-05-03 22:15:09.576063,2025-05-04 01:41:09.576063,632,diverted,0,,89,20774
AA3757,Delta,LHR,SFO,2025-05-05 09:23:27.161838,2025-05-05 13:33:27.161838,2025-05-05 13:31:27.161838,250,on_time,0,,135,20206
DL6909,American,ORD,GRU,2025-05-01 12:31:16.151923,2025-05-01 15:17:16.151923,2025-05-01 15:25:16.151923,166,on_time,0,,111,25268
LA7977,Delta,INVALID,LAX,2025-05-02 06:34:38.792745,2025-05-02 09:49:38.792745,2025-05-02 09:58:38.792745,195,on_time,0,,166,28604
DL3663,Delta,DFW,ATL,2025-05-08 06:19:45.060154,2025-05-08 13:05:45.060154,2025-05-08 13:16:45.060154,406,on_time,0,,178,13772
UA1703,American,DFW,LAX,2025-05-01 23:00:58.102253,2025-05-02 05:36:58.102253,2025-05-02 05:41:58.102253,396,on_time,0,,227,9131
LA5003,Emirates,SFO,GRU,2025-05-05 15:40:37.838204,2025-05-05 19:31:37.838204,2025-05-05 19:26:37.838204,231,on_time,0,,259,5940
LA4509,Latam,GRU,JFK,2025-05-01 18:40:39.915566,2025-05-01 23:04:39.915566,2025-05-01 23:00:39.915566,264,on_time,0,,129,27014
DL2771,Latam,DFW,ATL,2025-05-06 14:52:09.817406,2025-05-06 16:48:09.817406,,116,canceled,0,mechanical,0,0
AA7076,Emirates,CDG,LHR,2025-05-04 07:24:39.141936,2025-05-04 12:25:39.141936,2025-05-04 12:25:39.141936,301,on_time,0,,172,24917
AA7298,American,DFW,JFK,2025-05-07 00:51:40.997673,2025-05-07 09:32:40.997673,2025-05-07 09:42:40.997673,521,on_time,0,,137,26847
LH6585,Emirates,LHR,SFO,2025-05-06 00:42:15.157349,2025-05-06 04:24:15.157349,2025-05-06 04:25:15.157349,222,on_time,0,,127,6093
LA664,Lufthansa,LHR,JFK,2025-05-01 08:56:53.095080,2025-05-01 10:17:53.095080,2025-05-01 10:48:53.095080,81,diverted,0,,205,21336
UA7889,Lufthansa,DFW,LHR,2025-05-04 17:48:25.290118,2025-05-04 20:01:25.290118,2025-05-04 20:06:25.290118,133,on_time,0,,78,9337
EK7229,United,DFW,ATL,2025-05-02 21:15:13.687220,2025-05-03 02:07:13.687220,2025-05-03 02:10:13.687220,292,on_time,0,,212,16711
UA9400,Delta,LHR,JFK,2025-05-06 07:52:22.687993,2025-05-06 19:34:22.687993,2025-05-06 19:40:22.687993,702,on_time,0,,221,26412
UA8696,American,LAX,DFW,2025-05-02 03:41:23.361624,2025-05-02 11:43:23.361624,2025-05-02 11:53:23.361624,482,on_time,0,,161,23084
UA5221,American,DFW,CDG,2025-05-06 11:22:26.505206,2025-05-06 14:15:26.505206,2025-05-06 14:29:26.505206,173,on_time,0,,286,29207
EK4271,United,SFO,LAX,2025-05-02 21:15:58.196486,2025-05-02 22:09:58.196486,2025-05-02 22:09:58.196486,54,overbooked,0,,289,14406
EK4691,Delta,ORD,JFK,2025-05-03 17:55:56.753701,2025-05-03 22:36:56.753701,2025-05-03 22:38:56.753701,281,on_time,0,,147,19345
LH2879,Latam,DFW,JFK,2025-05-04 06:45:34.134227,2025-05-04 08:42:34.134227,2025-05-04 08:49:34.134227,117,on_time,0,,256,27489
DL2665,United,DFW,LHR,2025-05-02 23:57:41.908124,2025-05-03 04:31:41.908124,2025-05-03 04:44:41.908124,-274,on_time,0,,170,28688
DL8895,American,LAX,GRU,2025-05-03 17:00:32.434949,2025-05-03 23:29:32.434949,2025-05-03 23:38:32.434949,389,on_time,0,,277,16297
LH3347,Latam,DFW,LHR,2025-05-04 02:14:37.654788,2025-05-04 09:30:37.654788,2025-05-04 09:38:37.654788,436,on_time,0,,138,24951
LA2850,United,CDG,GRU,2025-05-01 03:13:21.684801,2025-05-01 04:50:21.684801,2025-05-01 06:38:21.684801,97,delayed,108,,97,25657
AA3954,Emirates,ATL,JFK,2025-05-02 20:16:35.696573,2025-05-03 02:06:35.696573,2025-05-03 02:05:35.696573,-350,on_time,0,,295,22312
DL3246,Emirates,LHR,SFO,2025-05-03 18:11:24.772017,2025-05-03 23:36:24.772017,2025-05-03 23:51:24.772017,325,on_time,0,,192,23725
UA5777,Latam,JFK,ATL,2025-05-07 18:11:03.450052,2025-05-07 20:04:03.450052,2025-05-07 22:44:03.450052,113,delayed,160,,112,17410
DL5206,Delta,DFW,CDG,2025-05-01 22:34:29.039331,2025-05-02 09:10:29.039331,2025-05-02 09:13:29.039331,636,on_time,0,,279,10640
LH1193,Emirates,ORD,SFO,2025-05-04 23:08:10.696276,2025-05-05 00:14:10.696276,2025-05-05 00:20:10.696276,66,on_time,0,,66,7961
UA814,Emirates,ATL,CDG,2025-05-02 11:44:10.387393,2025-05-02 12:46:10.387393,2025-05-02 16:15:10.387393,62,diverted,0,,178,19885
LH4414,American,LHR,DFW,2025-05-03 21:41:05.039112,2025-05-04 06:06:05.039112,2025-05-04 06:08:05.039112,505,on_time,0,,73,27941
LH8397,American,LAX,LHR,2025-05-05 17:23:26.246486,2025-05-05 21:00:26.246486,2025-05-05 20:57:26.246486,217,on_time,0,,283,24369
EK6584,Latam,ATL,DFW,2025-05-04 05:15:01.464542,2025-05-04 07:19:01.464542,2025-05-04 07:34:01.464542,124,on_time,0,,127,9067
LH7071,United,JFK,DFW,2025-05-05 23:45:57.829300,2025-05-06 10:55:57.829300,,670,canceled,0,mechanical,0,0
EK6981,United,ATL,CDG,2025-05-07 14:49:44.926994,2025-05-07 19:31:44.926994,2025-05-07 19:43:44.926994,282,on_time,0,,287,27678
LH5676,American,DFW,ORD,2025-05-01 08:27:03.794401,2025-05-01 19:38:03.794401,2025-05-01 23:05:03.794401,671,diverted,0,,220,29230
LA1430,Lufthansa,JFK,LAX,2025-05-08 02:40:45.050513,2025-05-08 06:33:45.050513,2025-05-08 09:04:45.050513,233,diverted,0,,87,18922
LA8441,Latam,ORD,GRU,2025-05-04 08:24:40.098765,2025-05-04 09:46:40.098765,2025-05-04 09:51:40.098765,82,on_time,0,,279,12005
AA730,United,SFO,ATL,2025-05-04 23:12:10.046120,2025-05-05 07:51:10.046120,2025-05-05 07:49:10.046120,519,on_time,0,,218,25854
UA9587,Emirates,GRU,DFW,2025-05-06 06:33:36.318557,2025-05-06 09:39:36.318557,2025-05-06 09:37:36.318557,186,on_time,0,,162,12285
UA9183,Emirates,GRU,SFO,2025-05-01 09:26:16.389851,2025-05-01 11:08:16.389851,2025-05-01 11:19:16.389851,102,on_time,0,,201,7835
LH8372,American,ATL,GRU,2025-05-04 15:56:15.888628,2025-05-04 23:22:15.888628,2025-05-04 23:27:15.888628,446,on_time,0,,107,11503
EK6066,Latam,DFW,ORD,2025-05-08 00:48:10.336349,2025-05-08 08:08:10.336349,2025-05-08 08:15:10.336349,440,on_time,0,,182,25448
DL6615,Lufthansa,ATL,SFO,2025-05-01 04:46:12.368602,2025-05-01 14:04:12.368602,2025-05-01 18:27:12.368602,558,delayed,263,,229,18870
LH4828,Delta,ATL,SFO,2025-05-05 14:08:38.839059,2025-05-05 14:55:38.839059,2025-05-05 15:07:38.839059,47,on_time,0,,210,22970
LA177,Emirates,GRU,SFO,2025-05-03 00:53:12.719540,2025-05-03 09:55:12.719540,2025-05-03 09:50:12.719540,542,on_time,0,,75,18890
DL3065,United,GRU,CDG,2025-05-01 21:52:45.899670,2025-05-02 05:46:45.899670,2025-05-02 13:57:45.899670,474,delayed,491,,124,16324
LH7682,American,ORD,JFK,2025-05-01 12:01:42.665892,2025-05-01 14:28:42.665892,2025-05-01 14:33:42.665892,147,on_time,0,,161,6650
EK8276,American,ORD,CDG,2025-05-08 03:40:11.712247,2025-05-08 14:31:11.712247,2025-05-08 22:11:11.712247,651,delayed,460,,238,5633
AA481,American,DFW,ATL,2025-05-05 21:23:27.501971,2025-05-06 03:20:27.501971,2025-05-06 03:25:27.501971,357,on_time,0,,217,15832
LA9721,Lufthansa,ATL,DFW,2025-05-06 07:28:31.156920,2025-05-06 09:22:31.156920,2025-05-06 09:19:31.156920,114,on_time,0,,237,14255
UA2902,Lufthansa,GRU,SFO,2025-05-04 10:29:48.097946,2025-05-04 19:33:48.097946,2025-05-04 19:35:48.097946,544,on_time,0,,179,19649
DL2155,United,CDG,LAX,2025-05-06 04:05:05.887623,2025-05-06 05:34:05.887623,2025-05-06 05:47:05.887623,89,on_time,0,,203,13223
UA7228,Emirates,JFK,CDG,2025-05-01 03:12:56.205872,2025-05-01 10:45:56.205872,2025-05-01 10:58:56.205872,453,on_time,0,,54,17433
LA2449,Emirates,JFK,DFW,2025-05-07 08:13:35.273209,2025-05-07 11:41:35.273209,2025-05-07 17:55:35.273209,-208,delayed,374,,183,26992
AA9200,Lufthansa,ATL,LHR,2025-05-01 15:03:53.838799,2025-05-01 17:53:53.838799,2025-05-01 20:27:53.838799,170,diverted,0,,265,7153
AA5955,Emirates,LAX,CDG,2025-05-06 18:58:57.291072,2025-05-07 03:10:57.291072,2025-05-07 03:25:57.291072,492,on_time,0,,152,20628
EK1702,American,JFK,LHR,2025-05-05 06:33:14.578550,2025-05-05 10:47:14.578550,2025-05-05 10:42:14.578550,254,on_time,0,,196,16577
AA8089,Emirates,DFW,SFO,2025-05-05 13:28:01.128263,2025-05-05 18:02:01.128263,2025-05-05 18:09:01.128263,274,on_time,0,,268,5103
LA6953,Latam,GRU,LHR,2025-05-01 23:00:46.762818,2025-05-02 08:25:46.762818,2025-05-02 17:16:46.762818,565,delayed,531,,75,28920
DL5447,Lufthansa,DFW,LHR,2025-05-07 22:26:12.714642,2025-05-08 04:08:12.714642,2025-05-08 04:05:12.714642,342,on_time,0,,178,27361
LA4544,Latam,LAX,CDG,2025-05-07 02:14:39.375345,2025-05-07 05:05:39.375345,2025-05-07 05:12:39.375345,171,on_time,0,,245,17117
LH1054,American,JFK,ATL,2025-05-03 22:42:36.831591,2025-05-04 02:14:36.831591,2025-05-04 02:12:36.831591,212,on_time,0,,197,10996
