flight_id,airline,origin,destination,aircraft,departure_time,scheduled_arrival,actual_arrival,flight_duration,status,delay_minutes,cancellation_reason,passengers,fuel_consumption
DL8145,Delta,GRU,BSB,A320,2025-04-22 06:31:44.194600,2025-04-22 09:20:44.194600,2025-04-22 13:12:44.194600,169,diverted,0,,218,23045
G31691,United,MIA,LAX,B737,2025-04-09 16:23:44.955189,2025-04-09 17:21:44.955189,2025-04-09 17:18:44.955189,58,on_time,0,,126,7083
DL6954,United,GIG,CGH,A320,2025-04-12 16:41:45.910777,2025-04-12 19:11:45.910777,2025-04-12 19:11:45.910777,150,overbooked,0,,183,26765
AA9605,Azul,MIA,GRU,A320,2025-04-16 00:47:44.287827,2025-04-16 06:24:44.287827,2025-04-16 08:18:44.287827,337,diverted,0,,238,17777
UA4865,Delta,CNF,GIG,B737,2025-04-16 08:42:48.945483,2025-04-16 10:41:48.945483,2025-04-16 10:44:48.945483,119,on_time,0,,115,24316
LA9034,American,JFK,LAX,B737,2025-04-24 23:12:24.755502,2025-04-25 02:24:24.755502,2025-04-25 02:34:24.755502,192,on_time,0,,296,14100
G36947,Delta,INVALID,MIA,B787,2025-04-19 18:03:23.711623,2025-04-19 18:43:23.711623,2025-04-19 18:57:23.711623,40,on_time,0,,254,6791
UA4926,Azul,LAX,BSB,B787,2025-05-07 21:31:13.838903,2025-05-08 04:56:13.838903,2025-05-08 05:08:13.838903,445,on_time,0,,269,19496
DL1128,Delta,CGH,BSB,B737,2025-04-29 11:33:17.231592,2025-04-29 19:04:17.231592,2025-04-29 19:08:17.231592,451,on_time,0,,277,10250
DL6196,United,LAX,MIA,B737,2025-04-13 00:01:38.110261,2025-04-13 02:51:38.110261,2025-04-13 03:01:38.110261,170,on_time,0,,155,15902
UA7920,LATAM,BSB,LAX,B787,2025-04-24 07:25:22.385246,2025-04-24 12:14:22.385246,2025-04-24 18:22:22.385246,289,delayed,368,,190,29175
AD8426,United,GRU,MIA,B737,2025-04-26 13:26:23.765974,2025-04-26 19:24:23.765974,2025-04-26 19:39:23.765974,358,on_time,0,,214,9459
LA7564,GOL,CGH,BSB,E190,2025-04-30 12:45:15.895552,2025-04-30 13:57:15.895552,,72,canceled,0,mechanical,0,0
UA7722,Azul,MIA,CNF,A320,2025-04-11 05:59:32.372613,2025-04-11 08:42:32.372613,2025-04-11 08:42:32.372613,163,overbooked,0,,254,14233
G32382,Delta,JFK,GIG,A350,2025-04-29 12:56:06.953258,2025-04-29 20:54:06.953258,2025-04-29 21:07:06.953258,478,on_time,0,,292,5752
AA4747,LATAM,MIA,GIG,B787,2025-04-08 18:46:39.609367,2025-04-09 01:15:39.609367,2025-04-09 01:11:39.609367,389,on_time,0,,159,24673
AD3445,LATAM,JFK,GIG,E190,2025-04-24 12:02:04.417223,2025-04-24 13:32:04.417223,2025-04-24 13:32:04.417223,90,overbooked,0,,285,19867
UA9096,LATAM,CNF,LAX,A320,2025-04-19 00:05:46.548924,2025-04-19 02:12:46.548924,2025-04-19 02:15:46.548924,127,on_time,0,,176,17519
G38066,GOL,CNF,MIA,B787,2025-04-15 04:48:37.617101,2025-04-15 11:30:37.617101,2025-04-15 11:38:37.617101,402,on_time,0,,252,9782
LA5754,Azul,CNF,JFK,A350,2025-04-24 07:16:32.645009,2025-04-24 09:53:32.645009,2025-04-24 10:08:32.645009,157,on_time,0,,52,20364
G36296,United,LAX,JFK,A320,2025-04-12 09:56:20.668311,2025-04-12 16:31:20.668311,2025-04-12 16:39:20.668311,395,on_time,0,,115,7393
LA1962,LATAM,JFK,GIG,A350,2025-04-09 05:11:43.906286,2025-04-09 08:42:43.906286,2025-04-09 08:56:43.906286,211,on_time,0,,257,6491
LA5155,American,LAX,BSB,A350,2025-04-29 23:22:33.377882,2025-04-30 05:35:33.377882,2025-04-30 05:47:33.377882,-373,on_time,0,,93,21506
DL6557,Delta,BSB,GRU,B787,2025-05-02 18:20:38.572404,2025-05-03 00:53:38.572404,2025-05-03 00:52:38.572404,393,on_time,0,,130,6447
G39179,Azul,JFK,CNF,B787,2025-04-23 17:38:18.901598,2025-04-24 01:36:18.901598,2025-04-24 01:39:18.901598,478,on_time,0,,161,10406
AD9049,GOL,MIA,GRU,A320,2025-04-25 15:07:40.114262,2025-04-25 16:53:40.114262,,106,canceled,0,weather,0,0
G38653,Delta,GIG,CGH,B737,2025-04-22 09:47:34.686292,2025-04-22 14:03:34.686292,2025-04-22 14:15:34.686292,256,on_time,0,,176,8686
UA3425,LATAM,JFK,GRU,A320,2025-04-15 11:03:55.311668,2025-04-15 18:57:55.311668,2025-04-15 18:57:55.311668,474,on_time,0,,260,13938
AA4479,American,GRU,JFK,E190,2025-04-11 21:26:57.664234,2025-04-11 23:28:57.664234,2025-04-11 23:25:57.664234,122,on_time,0,,177,27180
LA6384,LATAM,CGH,LAX,B737,2025-04-15 22:44:08.028105,2025-04-16 02:35:08.028105,2025-04-16 02:33:08.028105,231,on_time,0,,89,5946
LA8540,United,MIA,CNF,B787,2025-05-08 11:54:29.273942,2025-05-08 17:28:29.273942,2025-05-08 17:33:29.273942,334,on_time,0,,217,25393
DL6323,United,BSB,GIG,B737,2025-04-22 22:31:27.354664,2025-04-23 05:51:27.354664,2025-04-23 05:56:27.354664,440,on_time,0,,240,7317
AA7248,LATAM,LAX,BSB,A320,2025-04-09 01:05:35.712175,2025-04-09 03:37:35.712175,2025-04-09 03:44:35.712175,152,on_time,0,,268,11823
G37365,Delta,CGH,LAX,A320,2025-04-24 14:56:51.469891,2025-04-24 16:27:51.469891,2025-04-24 16:35:51.469891,91,on_time,0,,285,15161
UA3151,Azul,GIG,MIA,B787,2025-05-08 12:11:34.600966,2025-05-08 17:03:34.600966,2025-05-08 21:21:34.600966,292,delayed,258,,194,24671
DL2478,Delta,JFK,CGH,A320,2025-05-06 08:02:28.423028,2025-05-06 12:14:28.423028,2025-05-06 12:11:28.423028,-252,on_time,0,,168,27165
G33540,Delta,GIG,CNF,A350,2025-04-13 16:46:34.560611,2025-04-13 20:59:34.560611,2025-04-14 00:32:34.560611,253,delayed,213,,82,27423
AD5073,American,LAX,BSB,E190,2025-04-22 10:44:52.122776,2025-04-22 11:38:52.122776,2025-04-22 11:34:52.122776,54,on_time,0,,180,18923
DL2548,Delta,INVALID,BSB,B787,2025-04-18 19:01:40.776737,2025-04-19 00:30:40.776737,2025-04-19 00:30:40.776737,329,overbooked,0,,168,10883
G37438,LATAM,GIG,CGH,B787,2025-04-21 04:26:01.383532,2025-04-21 07:36:01.383532,2025-04-21 07:45:01.383532,190,on_time,0,,165,25441
AD6592,GOL,CNF,GIG,B737,2025-04-29 11:04:05.873768,2025-04-29 17:56:05.873768,2025-04-29 17:59:05.873768,412,on_time,0,,77,19214
AA1293,LATAM,LAX,GRU,B737,2025-04-22 09:27:40.562181,2025-04-22 11:24:40.562181,2025-04-22 11:33:40.562181,117,on_time,0,,272,26552
UA8974,Azul,JFK,LAX,A350,2025-04-09 20:10:59.675503,2025-04-10 03:31:59.675503,2025-04-10 03:30:59.675503,441,on_time,0,,98,8667
LA4083,LATAM,CNF,CGH,A320,2025-04-26 10:37:48.522180,2025-04-26 16:39:48.522180,2025-04-26 16:54:48.522180,362,on_time,0,,187,11255
LA5930,Delta,BSB,CGH,A350,2025-04-23 01:53:23.830634,2025-04-23 02:34:23.830634,,41,canceled,0,air_traffic,0,0
DL1321,Delta,CNF,GIG,B787,2025-05-01 01:08:35.551229,2025-05-01 06:29:35.551229,2025-05-01 06:36:35.551229,321,on_time,0,,52,8364
UA8074,Delta,MIA,JFK,E190,2025-04-13 22:15:44.752519,2025-04-14 03:50:44.752519,2025-04-14 03:54:44.752519,-335,on_time,0,,181,24367
UA8993,GOL,GRU,JFK,B737,2025-04-10 01:36:52.418846,2025-04-10 05:42:52.418846,2025-04-10 05:54:52.418846,246,on_time,0,,278,26243
DL8755,LATAM,MIA,CGH,B787,2025-05-04 18:25:46.893158,2025-05-04 22:44:46.893158,2025-05-04 22:39:46.893158,259,on_time,0,,235,11298
DL6633,Delta,CNF,JFK,A320,2025-05-03 14:07:57.967376,2025-05-03 19:37:57.967376,2025-05-03 19:42:57.967376,330,on_time,0,,268,28435
UA8675,GOL,CGH,LAX,A350,2025-05-08 02:00:40.578042,2025-05-08 06:03:40.578042,2025-05-08 06:18:40.578042,243,on_time,0,,253,20477
G34394,Azul,GIG,LAX,A350,2025-04-10 23:59:18.699049,2025-04-11 01:35:18.699049,,96,canceled,0,air_traffic,0,0
DL9089,Azul,CNF,GIG,E190,2025-04-24 18:28:01.941823,2025-04-24 19:22:01.941823,2025-04-24 19:28:01.941823,54,on_time,0,,141,27181
G33862,American,GRU,MIA,B737,2025-04-28 10:26:44.057805,2025-04-28 13:48:44.057805,2025-04-28 14:02:44.057805,202,on_time,0,,193,12343
DL5224,Azul,JFK,MIA,B737,2025-04-16 19:03:15.208642,2025-04-17 02:07:15.208642,2025-04-17 02:10:15.208642,424,on_time,0,,268,27614
AA2706,United,GRU,CGH,A350,2025-05-02 19:53:34.949320,2025-05-03 03:33:34.949320,2025-05-03 03:31:34.949320,460,on_time,0,,206,8338
AA1687,American,GIG,BSB,B737,2025-04-22 00:10:08.316249,2025-04-22 08:05:08.316249,2025-04-22 08:11:08.316249,475,on_time,0,,124,28205
DL9288,Delta,GIG,BSB,B787,2025-04-10 01:25:19.220625,2025-04-10 04:46:19.220625,2025-04-10 04:44:19.220625,201,on_time,0,,162,18623
LA5019,Delta,JFK,BSB,E190,2025-04-26 13:27:20.783340,2025-04-26 15:24:20.783340,2025-04-26 18:57:20.783340,117,diverted,0,,142,25625
UA5021,GOL,LAX,MIA,A320,2025-04-08 19:53:09.608292,2025-04-08 21:33:09.608292,2025-04-08 21:41:09.608292,100,on_time,0,,279,20032
AA6927,LATAM,MIA,GIG,B737,2025-04-18 12:39:01.339846,2025-04-18 19:16:01.339846,2025-04-18 19:13:01.339846,397,on_time,0,,130,18161
G38111,LATAM,LAX,MIA,B737,2025-04-26 03:25:27.095112,2025-04-26 09:33:27.095112,2025-04-26 09:32:27.095112,368,on_time,0,,64,25696
UA9516,Azul,LAX,CNF,E190,2025-05-02 19:22:15.906194,2025-05-03 03:19:15.906194,2025-05-03 03:24:15.906194,477,on_time,0,,52,14167
AA3406,United,LAX,CNF,A320,2025-04-13 05:06:14.332290,2025-04-13 10:14:14.332290,2025-04-13 10:28:14.332290,308,on_time,0,,228,16313
UA7627,GOL,CGH,GRU,B737,2025-04-29 15:59:23.509563,2025-04-29 21:04:23.509563,2025-04-29 21:03:23.509563,305,on_time,0,,188,14303
G32520,American,INVALID,JFK,B787,2025-05-03 16:09:08.021005,2025-05-03 23:06:08.021005,2025-05-03 23:01:08.021005,417,on_time,0,,201,13476
G35979,United,LAX,CGH,B737,2025-04-18 11:08:48.097466,2025-04-18 17:52:48.097466,2025-04-18 19:28:48.097466,404,diverted,0,,140,9057
LA3043,Delta,CGH,JFK,B737,2025-04-27 06:40:02.199011,2025-04-27 11:02:02.199011,2025-04-27 11:04:02.199011,262,on_time,0,,198,23533
UA9737,American,CNF,BSB,B787,2025-05-01 00:14:11.426783,2025-05-01 03:09:11.426783,2025-05-01 03:22:11.426783,175,on_time,0,,232,17375
AA5057,LATAM,JFK,CGH,E190,2025-04-30 01:22:02.541038,2025-04-30 03:30:02.541038,2025-04-30 03:36:02.541038,128,on_time,0,,87,28319
DL7751,LATAM,GIG,GRU,A350,2025-05-03 03:19:24.982810,2025-05-03 04:55:24.982810,2025-05-03 05:04:24.982810,96,on_time,0,,223,22244
DL9502,Delta,CGH,JFK,A350,2025-04-22 00:38:32.013317,2025-04-22 06:33:32.013317,2025-04-22 06:42:32.013317,355,on_time,0,,292,21041
UA7830,GOL,BSB,JFK,A320,2025-05-08 06:31:23.399241,2025-05-08 11:09:23.399241,2025-05-08 11:08:23.399241,278,on_time,0,,181,22338
LA4483,Delta,MIA,GRU,A320,2025-04-23 15:27:53.150605,2025-04-23 20:43:53.150605,2025-04-23 20:41:53.150605,316,on_time,0,,154,8615
LA7055,American,CGH,GRU,E190,2025-04-24 00:42:18.280379,2025-04-24 02:30:18.280379,2025-04-24 04:35:18.280379,108,diverted,0,,174,5916
G33328,American,INVALID,GRU,B787,2025-04-09 02:30:38.526861,2025-04-09 05:25:38.526861,2025-04-09 05:35:38.526861,175,on_time,0,,67,6464
DL8883,American,CGH,JFK,A350,2025-04-22 19:45:11.064371,2025-04-22 23:07:11.064371,2025-04-22 23:17:11.064371,202,on_time,0,,263,24847
G33269,American,MIA,LAX,A350,2025-04-18 03:24:37.089365,2025-04-18 09:35:37.089365,2025-04-18 09:40:37.089365,371,on_time,0,,209,26774
AA7711,Delta,CNF,CGH,B787,2025-05-05 07:30:29.573686,2025-05-05 12:36:29.573686,2025-05-05 19:52:29.573686,306,delayed,436,,72,10426
UA1406,American,CGH,JFK,B737,2025-04-14 16:20:20.068794,2025-04-14 22:19:20.068794,2025-04-14 22:20:20.068794,359,on_time,0,,188,23902
LA9548,GOL,MIA,CGH,B737,2025-04-25 09:53:29.941209,2025-04-25 11:24:29.941209,2025-04-25 11:36:29.941209,91,on_time,0,,54,14009
G35018,United,INVALID,GRU,E190,2025-04-17 05:17:50.220394,2025-04-17 10:57:50.220394,2025-04-17 11:10:50.220394,340,on_time,0,,55,16139
DL3957,Delta,GRU,MIA,E190,2025-04-17 05:03:16.105268,2025-04-17 08:15:16.105268,2025-04-17 08:12:16.105268,192,on_time,0,,75,22753
G35675,GOL,BSB,CNF,B737,2025-04-14 15:48:17.814575,2025-04-14 17:36:17.814575,2025-04-14 17:44:17.814575,108,on_time,0,,65,25135
AD3973,LATAM,GRU,CNF,A350,2025-04-18 08:31:43.340058,2025-04-18 09:51:43.340058,2025-04-18 09:59:43.340058,80,on_time,0,,116,17304
LA1849,GOL,CNF,MIA,E190,2025-04-11 16:51:35.495343,2025-04-11 22:21:35.495343,2025-04-11 22:32:35.495343,330,on_time,0,,148,8770
AD1993,Azul,MIA,CGH,A350,2025-04-28 19:01:08.941868,2025-04-28 20:04:08.941868,2025-04-28 20:12:08.941868,63,on_time,0,,283,5610
AD2663,GOL,BSB,CNF,E190,2025-04-30 23:39:28.827590,2025-05-01 03:37:28.827590,2025-05-01 03:52:28.827590,238,on_time,0,,250,9665
AD9854,GOL,CNF,JFK,A350,2025-04-13 04:53:08.202867,2025-04-13 10:07:08.202867,2025-04-13 10:02:08.202867,314,on_time,0,,296,25340
AD3742,LATAM,GRU,CGH,B787,2025-04-27 16:14:17.283743,2025-04-27 21:50:17.283743,2025-04-27 21:57:17.283743,336,on_time,0,,265,25716
G39361,Azul,GRU,BSB,E190,2025-05-06 12:03:40.575494,2025-05-06 17:21:40.575494,2025-05-06 20:58:40.575494,318,delayed,217,,262,9576
UA5578,Delta,CNF,JFK,E190,2025-04-22 11:08:07.933843,2025-04-22 18:28:07.933843,2025-04-22 18:33:07.933843,440,on_time,0,,300,29664
UA8417,Azul,CNF,LAX,B787,2025-04-19 07:45:30.340746,2025-04-19 11:09:30.340746,2025-04-19 11:23:30.340746,204,on_time,0,,283,27670
G31033,American,MIA,GRU,B737,2025-04-12 06:51:22.006386,2025-04-12 13:05:22.006386,2025-04-12 13:05:22.006386,374,overbooked,0,,230,21022
DL9816,LATAM,GIG,JFK,B737,2025-04-15 13:44:50.499789,2025-04-15 21:20:50.499789,2025-04-15 21:29:50.499789,456,on_time,0,,140,17333
AA6864,Delta,BSB,MIA,B737,2025-05-08 00:41:55.977995,2025-05-08 02:14:55.977995,2025-05-08 02:15:55.977995,93,on_time,0,,106,29351
LA5606,United,JFK,GIG,B737,2025-04-16 15:18:00.471301,2025-04-16 22:45:00.471301,2025-04-16 22:49:00.471301,447,on_time,0,,106,12676
DL6947,LATAM,CGH,CNF,E190,2025-04-20 19:13:14.832109,2025-04-20 21:30:14.832109,2025-04-20 23:26:14.832109,137,delayed,116,,195,21394
DL3793,American,CNF,LAX,E190,2025-04-16 12:05:03.858563,2025-04-16 18:19:03.858563,2025-04-16 18:32:03.858563,374,on_time,0,,200,9202
UA2065,GOL,CGH,JFK,A320,2025-04-11 21:05:58.751727,2025-04-12 02:02:58.751727,2025-04-12 02:05:58.751727,297,on_time,0,,223,5757
UA9731,American,CGH,LAX,E190,2025-04-13 17:50:01.004062,2025-04-13 22:12:01.004062,2025-04-14 04:40:01.004062,262,delayed,388,,216,6699
AD8086,Delta,CGH,GRU,E190,2025-05-06 17:09:38.168408,2025-05-06 21:37:38.168408,2025-05-06 21:48:38.168408,268,on_time,0,,276,28632
G31769,Azul,LAX,CGH,A350,2025-05-05 05:41:22.396482,2025-05-05 08:52:22.396482,,191,canceled,0,crew,0,0
AA1415,United,CNF,LAX,A350,2025-04-27 16:46:34.926004,2025-04-27 17:54:34.926004,2025-04-27 17:55:34.926004,68,on_time,0,,129,7059
UA2584,LATAM,MIA,CNF,B737,2025-05-08 09:38:01.825867,2025-05-08 15:11:01.825867,2025-05-08 15:16:01.825867,333,on_time,0,,113,8533
DL4905,Azul,GRU,MIA,B787,2025-05-02 03:32:14.402277,2025-05-02 08:28:14.402277,2025-05-02 08:25:14.402277,296,on_time,0,,208,19369
LA8314,American,GIG,GRU,B737,2025-05-03 20:42:13.885819,2025-05-03 21:29:13.885819,2025-05-03 21:26:13.885819,47,on_time,0,,65,19480
LA5939,American,LAX,GRU,B737,2025-05-03 23:49:28.222208,2025-05-04 06:05:28.222208,2025-05-04 08:50:28.222208,376,delayed,165,,152,8140
AA7735,GOL,GRU,CGH,A350,2025-04-23 10:50:57.670485,2025-04-23 15:17:57.670485,2025-04-23 15:31:57.670485,267,on_time,0,,136,26329
UA1425,Delta,JFK,CGH,A320,2025-05-03 03:09:50.702666,2025-05-03 04:34:50.702666,2025-05-03 04:34:50.702666,85,overbooked,0,,201,11344
AA3064,United,CGH,BSB,A350,2025-05-01 01:42:38.940423,2025-05-01 06:18:38.940423,2025-05-01 06:27:38.940423,276,on_time,0,,85,6444
LA3091,Azul,LAX,CGH,B787,2025-04-13 19:09:17.406510,2025-04-13 22:18:17.406510,2025-04-13 22:30:17.406510,189,on_time,0,,87,20385
AD6618,Azul,JFK,GRU,E190,2025-04-20 14:51:07.839341,2025-04-20 20:21:07.839341,2025-04-20 20:20:07.839341,330,on_time,0,,179,23332
LA7915,Azul,CNF,GIG,A320,2025-05-05 06:48:56.469902,2025-05-05 14:00:56.469902,,432,canceled,0,air_traffic,0,0
DL6425,American,JFK,CGH,B787,2025-04-12 18:06:08.778922,2025-04-12 22:10:08.778922,2025-04-12 22:08:08.778922,244,on_time,0,,252,6382
DL4594,LATAM,CNF,LAX,A320,2025-05-06 12:27:37.140600,2025-05-06 16:55:37.140600,2025-05-06 16:57:37.140600,268,on_time,0,,246,15863
UA7158,GOL,LAX,GIG,B737,2025-04-29 10:02:59.390787,2025-04-29 13:37:59.390787,2025-04-29 14:14:59.390787,215,diverted,0,,86,14521
DL4185,United,JFK,GRU,B737,2025-04-23 06:50:14.002291,2025-04-23 09:01:14.002291,,131,canceled,0,mechanical,0,0
UA3855,Azul,INVALID,GIG,A320,2025-04-13 07:32:12.891988,2025-04-13 08:13:12.891988,2025-04-13 09:08:12.891988,41,diverted,0,,147,26458
LA6544,GOL,CGH,CNF,A320,2025-05-03 19:20:06.944143,2025-05-03 22:59:06.944143,2025-05-03 22:59:06.944143,219,on_time,0,,300,25421
DL2071,LATAM,BSB,GIG,A320,2025-04-18 22:40:51.741086,2025-04-19 00:48:51.741086,2025-04-19 00:54:51.741086,128,on_time,0,,159,25845
G31756,American,CNF,MIA,E190,2025-05-03 02:09:29.848207,2025-05-03 05:09:29.848207,2025-05-03 05:14:29.848207,180,on_time,0,,211,14177
G39327,American,MIA,GIG,B737,2025-04-22 19:06:47.655222,2025-04-23 02:17:47.655222,2025-04-23 02:31:47.655222,431,on_time,0,,180,17717
UA9342,Azul,MIA,CGH,A350,2025-04-24 17:18:21.262229,2025-04-24 19:19:21.262229,2025-04-24 19:25:21.262229,121,on_time,0,,173,28450
DL8762,Azul,LAX,JFK,E190,2025-05-02 13:04:21.692117,2025-05-02 19:06:21.692117,,362,canceled,0,mechanical,0,0
G37486,GOL,CGH,CNF,A350,2025-04-10 23:20:01.082302,2025-04-11 04:42:01.082302,2025-04-11 06:17:01.082302,322,diverted,0,,84,29629
LA5834,Delta,JFK,GIG,E190,2025-04-18 03:02:42.001340,2025-04-18 03:53:42.001340,2025-04-18 04:07:42.001340,51,on_time,0,,165,20320
DL7700,Azul,MIA,BSB,B787,2025-04-30 22:33:31.643643,2025-05-01 02:18:31.643643,2025-05-01 05:17:31.643643,225,delayed,179,,69,16766
LA5825,American,GIG,MIA,B787,2025-05-03 07:34:24.891207,2025-05-03 10:00:24.891207,2025-05-03 13:19:24.891207,-146,delayed,199,,100,27121
AD5096,Azul,CGH,GIG,E190,2025-04-12 05:29:47.934797,2025-04-12 07:09:47.934797,2025-04-12 07:21:47.934797,100,on_time,0,,52,14813
AD6679,Delta,LAX,MIA,E190,2025-04-12 11:41:41.293525,2025-04-12 18:38:41.293525,2025-04-12 18:48:41.293525,417,on_time,0,,244,9891
DL4728,GOL,CNF,CGH,A320,2025-04-28 07:36:08.895175,2025-04-28 12:30:08.895175,2025-04-28 12:42:08.895175,294,on_time,0,,234,20119
AD2406,Azul,CNF,CGH,A350,2025-04-10 03:46:41.790980,2025-04-10 06:03:41.790980,2025-04-10 06:15:41.790980,-137,on_time,0,,273,9205
AD1158,Delta,JFK,BSB,A320,2025-04-20 00:38:24.902876,2025-04-20 04:42:24.902876,2025-04-20 04:49:24.902876,244,on_time,0,,226,22616
AD6342,American,GRU,JFK,B737,2025-04-19 14:01:35.288058,2025-04-19 15:42:35.288058,2025-04-19 18:37:35.288058,101,diverted,0,,204,24917
AA7404,Delta,CNF,CGH,B737,2025-04-25 12:03:46.808995,2025-04-25 17:06:46.808995,2025-04-25 17:16:46.808995,303,on_time,0,,195,19795
UA5991,LATAM,BSB,GRU,E190,2025-04-10 22:22:44.861433,2025-04-11 00:22:44.861433,2025-04-11 00:22:44.861433,120,overbooked,0,,97,11520
LA7322,Azul,CNF,GIG,B787,2025-04-23 14:16:31.117144,2025-04-23 20:23:31.117144,2025-04-23 20:32:31.117144,367,on_time,0,,182,5361
G36353,Delta,LAX,GIG,B737,2025-04-12 12:15:00.231851,2025-04-12 13:51:00.231851,2025-04-12 14:01:00.231851,96,on_time,0,,149,11765
G34369,Azul,LAX,MIA,A350,2025-05-04 03:57:38.227371,2025-05-04 05:48:38.227371,2025-05-04 05:52:38.227371,111,on_time,0,,178,28487
UA8519,Azul,CNF,GRU,A320,2025-04-17 22:33:38.052908,2025-04-18 02:51:38.052908,2025-04-18 09:00:38.052908,258,delayed,369,,184,15777
AA9043,Delta,MIA,CGH,B737,2025-04-18 10:11:00.645929,2025-04-18 16:58:00.645929,2025-04-18 20:55:00.645929,407,delayed,237,,232,14746
DL3869,Delta,CNF,GIG,E190,2025-04-20 08:44:21.213632,2025-04-20 15:29:21.213632,2025-04-20 15:36:21.213632,405,on_time,0,,96,27889
AA2565,Delta,GRU,BSB,A320,2025-04-14 06:42:37.877416,2025-04-14 09:32:37.877416,2025-04-14 09:44:37.877416,170,on_time,0,,284,7187
UA4559,Delta,LAX,MIA,E190,2025-04-15 19:45:51.452801,2025-04-15 21:17:51.452801,2025-04-15 21:14:51.452801,92,on_time,0,,179,15682
DL8388,GOL,CGH,GIG,E190,2025-04-26 17:25:53.115095,2025-04-26 18:17:53.115095,2025-04-26 18:14:53.115095,52,on_time,0,,222,29567
DL7244,Azul,LAX,MIA,A320,2025-05-08 01:20:52.544860,2025-05-08 05:13:52.544860,2025-05-08 06:12:52.544860,233,diverted,0,,84,15718
UA8606,Delta,MIA,GRU,B737,2025-04-09 03:06:33.516038,2025-04-09 08:16:33.516038,2025-04-09 08:25:33.516038,310,on_time,0,,260,14146
G33794,LATAM,GIG,BSB,B787,2025-04-16 02:52:09.779809,2025-04-16 04:25:09.779809,2025-04-16 04:32:09.779809,93,on_time,0,,221,5367
UA5476,GOL,MIA,BSB,A320,2025-04-26 16:59:36.879501,2025-04-26 19:19:36.879501,2025-04-26 19:31:36.879501,140,on_time,0,,228,6564
UA9566,United,GIG,CGH,B787,2025-04-20 09:55:30.940298,2025-04-20 14:12:30.940298,2025-04-20 14:51:30.940298,257,delayed,39,,246,11610
G37138,GOL,CNF,GRU,B737,2025-04-11 15:17:44.068015,2025-04-11 19:22:44.068015,2025-04-11 22:29:44.068015,245,delayed,187,,224,26920
LA4613,LATAM,BSB,LAX,A320,2025-04-28 11:40:09.390666,2025-04-28 12:32:09.390666,2025-04-28 12:30:09.390666,52,on_time,0,,132,23417
UA4105,American,CNF,JFK,A350,2025-04-19 13:26:34.539285,2025-04-19 17:35:34.539285,,249,canceled,0,weather,0,0
G31245,Delta,JFK,GRU,A350,2025-05-04 15:54:09.377480,2025-05-04 18:12:09.377480,2025-05-04 18:09:09.377480,138,on_time,0,,121,26297
AA7045,LATAM,GIG,BSB,A350,2025-04-22 09:20:07.843311,2025-04-22 12:24:07.843311,2025-04-22 12:34:07.843311,184,on_time,0,,76,28348
AA3809,Azul,GIG,JFK,B787,2025-04-29 21:37:56.416292,2025-04-30 03:30:56.416292,2025-04-30 03:29:56.416292,353,on_time,0,,212,29959
UA6209,United,MIA,GRU,B787,2025-04-28 06:59:19.225424,2025-04-28 07:38:19.225424,2025-04-28 07:51:19.225424,39,on_time,0,,180,25990
UA4808,American,GRU,BSB,B737,2025-04-15 12:23:43.470631,2025-04-15 18:08:43.470631,2025-04-15 18:06:43.470631,345,on_time,0,,238,19041
G32300,LATAM,BSB,CNF,A350,2025-04-22 02:04:21.749757,2025-04-22 05:05:21.749757,2025-04-22 05:12:21.749757,181,on_time,0,,59,12800
UA8270,United,JFK,GIG,B787,2025-04-19 10:36:21.205749,2025-04-19 13:48:21.205749,2025-04-19 13:44:21.205749,192,on_time,0,,300,18595
UA5726,LATAM,CNF,MIA,B787,2025-04-28 15:59:33.738572,2025-04-28 19:24:33.738572,2025-04-28 19:36:33.738572,205,on_time,0,,284,26790
G34644,American,LAX,CGH,B787,2025-04-23 21:23:27.479812,2025-04-23 23:26:27.479812,2025-04-23 23:21:27.479812,123,on_time,0,,175,7293
G31853,United,BSB,GIG,A320,2025-04-14 23:46:52.337254,2025-04-15 01:02:52.337254,2025-04-15 01:02:52.337254,76,overbooked,0,,288,11696
G39313,LATAM,LAX,JFK,A350,2025-04-19 04:15:42.564068,2025-04-19 07:24:42.564068,,189,canceled,0,mechanical,0,0
AA5079,Azul,CGH,JFK,A350,2025-04-25 00:43:39.426951,2025-04-25 06:38:39.426951,2025-04-25 06:48:39.426951,355,on_time,0,,298,16782
DL7188,GOL,MIA,CNF,A350,2025-04-08 16:19:05.991918,2025-04-08 21:07:05.991918,2025-04-08 21:15:05.991918,288,on_time,0,,259,20794
LA7249,Delta,GIG,MIA,B787,2025-04-14 03:51:25.390784,2025-04-14 09:25:25.390784,2025-04-14 09:37:25.390784,334,on_time,0,,115,17466
DL6011,Delta,CGH,CNF,E190,2025-04-13 08:03:54.950289,2025-04-13 13:43:54.950289,2025-04-13 13:48:54.950289,340,on_time,0,,170,11413
G34106,LATAM,GRU,MIA,E190,2025-05-07 21:38:09.872304,2025-05-08 04:21:09.872304,2025-05-08 04:31:09.872304,403,on_time,0,,156,17931
UA7113,Delta,MIA,BSB,E190,2025-04-26 17:00:42.987329,2025-04-26 18:06:42.987329,2025-04-26 18:02:42.987329,66,on_time,0,,81,17609
AA3660,GOL,LAX,BSB,B787,2025-05-06 01:35:30.820553,2025-05-06 06:25:30.820553,2025-05-06 06:40:30.820553,290,on_time,0,,228,6890
